seed,config,edge_mae,ler_mae,lwr_mae
0,"(1.5, 20.0, 0.7, -0.3)",0.19749062661600308,0.009718503249471655,0.020455730422006102
0,"(1.5, 20.0, 0.7, -0.3)",0.1808322786450494,0.008236400233873287,0.016137478642167524
0,"(1.5, 20.0, 0.7, -0.3)",0.18019622402136032,0.018795283267637686,0.01260707296436614
0,"(1.5, 20.0, 0.7, -0.3)",0.17759856714773126,0.009843251631441619,0.000707967705829482
0,"(1.5, 20.0, 0.7, -0.3)",0.19389587718381565,0.009478259954459944,0.023866156467815758
0,"(1.5, 20.0, 0.7, -0.3)",0.195083561506179,0.005332022189631691,0.028895183324244123
0,"(1.5, 20.0, 0.7, -0.3)",0.19412440633294542,0.018439597316494583,0.03199340358780445
0,"(1.5, 20.0, 0.7, -0.3)",0.1890778460232144,0.01084115883077752,0.01799926368097493
0,"(1.5, 20.0, 0.7, -0.3)",0.17432456574154906,0.006733716877935558,0.004218658930647656
0,"(1.5, 20.0, 0.7, -0.3)",0.18071386740333187,0.018055872655287408,0.015114493384861039
0,"(3.0, 8.0, 0.3, 0.0)",0.44106018412960957,0.15299210478317193,0.2613596446623956
0,"(3.0, 8.0, 0.3, 0.0)",0.43066128272569304,0.18078298884572064,0.23505391546242116
0,"(3.0, 8.0, 0.3, 0.0)",0.42400172938567626,0.16837734292353335,0.2593919586234925
0,"(3.0, 8.0, 0.3, 0.0)",0.4348406821883406,0.1689702037382257,0.22765961730669115
0,"(3.0, 8.0, 0.3, 0.0)",0.43008433013235237,0.15648413352627832,0.22624920999817988
0,"(3.0, 8.0, 0.3, 0.0)",0.4114356444531018,0.15036447379317042,0.20849220697283632
0,"(3.0, 8.0, 0.3, 0.0)",0.4260925251207498,0.14367906118878926,0.16569528128913635
0,"(3.0, 8.0, 0.3, 0.0)",0.4343034634366153,0.17714023223306152,0.2643528592775608
0,"(3.0, 8.0, 0.3, 0.0)",0.4509017861819591,0.17703400850460915,0.2222808331102648
0,"(3.0, 8.0, 0.3, 0.0)",0.4246403589065949,0.17843490619961866,0.21697366587410283
0,"(3.0, 8.0, 0.3, 0.0)",0.413568855429171,0.1412306588809602,0.198927366389686
0,"(3.0, 8.0, 0.3, 0.0)",0.437141898312848,0.16252461610313063,0.19518684012961618
0,"(3.0, 8.0, 0.3, 0.0)",0.44098596719240024,0.1427651485937227,0.17224711933418702
0,"(3.0, 8.0, 0.3, 0.0)",0.42324977207206815,0.1706303698109659,0.25148481131325573
0,"(3.0, 8.0, 0.3, 0.0)",0.44669384334284035,0.17737328223937454,0.2603366648837584
