method,seed,config,logpsd_L_all,logpsd_L_low,logpsd_L_mid,logpsd_L_high,logpsd_R_all,logpsd_R_low,logpsd_R_mid,logpsd_R_high,logpsd_W_all,logpsd_W_low,logpsd_W_mid,logpsd_W_high,logpsd_mean_all
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.400396347045898,0.39778393507003784,5.482936382293701,7.626756191253662,5.301741123199463,0.9455878734588623,5.336989402770996,7.277026653289795,4.359300136566162,0.1268366575241089,4.232256889343262,6.439787864685059,5.020479202270508
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.361305236816406,0.6396170854568481,5.374146461486816,7.527704238891602,5.058852672576904,0.3431822955608368,4.894639015197754,7.399530410766602,4.304054260253906,0.08592216670513153,3.9005539417266846,6.654385089874268,4.908070723215739
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.651547908782959,0.7970374822616577,5.6495819091796875,7.894057750701904,5.19189453125,0.612235963344574,5.008045196533203,7.489432334899902,4.529899597167969,0.3278796374797821,4.3668928146362305,6.63230037689209,5.124447345733643
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.44719123840332,0.6282936334609985,5.687777042388916,7.430712699890137,5.081376075744629,0.515687882900238,4.917973041534424,7.352019309997559,4.465949058532715,0.3531498908996582,4.154778480529785,6.675334930419922,4.998172124226888
seg-only,0,"(1.5, 8.0, 0.3, 0.6)",5.433621406555176,0.6330079436302185,5.037637710571289,8.04527473449707,5.17728328704834,0.48865580558776855,5.112661838531494,7.405887126922607,4.435188293457031,0.23048058152198792,4.108454704284668,6.702555179595947,5.015364329020183
seg-only,0,"(1.5, 8.0, 0.3, -0.3)",5.487439155578613,0.7005692720413208,5.686654090881348,7.4975481033325195,5.33958625793457,0.5542088747024536,5.21877384185791,7.6690354347229,5.6774187088012695,0.7542494535446167,5.6797661781311035,7.947303295135498,5.501481374104817
seg-only,0,"(1.5, 8.0, 0.3, -0.3)",5.316757678985596,0.6490002274513245,5.427554607391357,7.3603105545043945,5.383449554443359,0.6482498645782471,5.106722354888916,7.845654010772705,5.514710426330566,0.7331757545471191,5.351789951324463,7.884493827819824,5.404972553253174
seg-only,0,"(1.5, 8.0, 0.3, -0.3)",5.686472415924072,0.33173972368240356,5.612666606903076,8.231693267822266,5.264935493469238,0.4307097792625427,5.4881181716918945,7.272935390472412,5.518109321594238,0.2864069938659668,5.8400421142578125,7.6108078956604,5.48983907699585
seg-only,0,"(1.5, 8.0, 0.3, -0.3)",5.330780982971191,0.7834567427635193,5.142312049865723,7.618015766143799,5.18837833404541,0.6948727965354919,4.965473175048828,7.485209941864014,5.5095930099487305,1.0124247074127197,5.333800792694092,7.761002063751221,5.342917442321777
seg-only,0,"(1.5, 8.0, 0.3, -0.3)",5.2551188468933105,0.5254793167114258,5.181299686431885,7.5118489265441895,5.011425495147705,0.5162466764450073,4.826881408691406,7.2706685066223145,5.348517417907715,0.5044867992401123,5.355311870574951,7.577431678771973,5.205020586649577
seg-only,0,"(1.5, 8.0, 0.3, -0.3)",5.2170610427856445,0.40007397532463074,5.268370628356934,7.388976573944092,5.388800144195557,0.6313723921775818,5.333408832550049,7.639927864074707,5.466023921966553,0.5715969800949097,5.361139297485352,7.829875469207764,5.357295036315918
seg-only,0,"(1.5, 8.0, 0.3, -0.3)",5.519069671630859,0.7475589513778687,5.467415809631348,7.772960662841797,5.191502571105957,0.6234392523765564,4.906352519989014,7.584990501403809,5.653367042541504,0.8782822489738464,5.375711917877197,8.134907722473145,5.4546464284261065
seg-only,0,"(1.5, 8.0, 0.3, -0.3)",5.3731842041015625,0.6894149780273438,5.292375087738037,7.615734577178955,5.164333343505859,0.5766308307647705,4.963171482086182,7.48289680480957,5.346707820892334,0.5158510208129883,5.203366279602051,7.719676494598389,5.294741789499919
