detector,localization,k_n,edge_mae,ler_mae,lwr_mae
threshold,sub-pixel,1.0,0.2770969953191027,0.09253309203586857,0.09327706503264266
canny,pixel,1.0,0.4785941145908885,0.20900507494424025,0.20976956523525603
canny,sub-pixel,1.0,0.2770969953191027,0.09253309203586857,0.09327706503264266
threshold,pixel,1.0,0.4318629110152149,0.09123200517419894,0.09327178894281696
threshold,sub-pixel,1.0,0.28083717614541737,0.09811874880576776,0.11674555087622762
canny,pixel,1.0,0.5011847265191776,0.20372903709970303,0.21642225712966812
canny,sub-pixel,1.0,0.28083717614541737,0.09811874880576776,0.11674555087622762
threshold,pixel,1.0,0.4234736369708262,0.07633263709278204,0.0540028656598841
threshold,sub-pixel,1.0,0.2870445116763571,0.07867911759783086,0.07473311295152696
canny,pixel,1.0,0.4953350757698602,0.19467219028729832,0.1816585130735211
canny,sub-pixel,1.0,0.2870445116763571,0.07867911759783086,0.07473311295152696
threshold,pixel,1.0,0.42238498400353036,0.06182256419636967,0.0562825624999177
threshold,sub-pixel,1.0,0.2836198628768891,0.07480549014622251,0.07787280043669687
canny,pixel,1.0,0.48933414778541445,0.1806361182423808,0.22146546516791465
canny,sub-pixel,1.0,0.2836198628768891,0.07480549014622251,0.07787280043669687
threshold,pixel,1.0,0.4217892012425537,0.07754632548789553,0.06741845937975421
threshold,sub-pixel,1.0,0.2743191871059272,0.084544691999619,0.06969526845439833
canny,pixel,1.0,0.48920430603519127,0.1904855205400907,0.18893965986631622
